,gender,age_group,child_num,income_total,asset,edu_type,house_type,occyp_type,income_stability,family_type,family_size,emp_years,income_per_capita,hold_period,credit
508,F,50,0,65250.0,NY,Secondary / secondary special,House / apartment,Pensioner,1,Widow,1.0,-1000,0.0,34.0,1.0
509,F,60,0,360000.0,NY,Secondary / secondary special,House / apartment,Pensioner,1,Married,2.0,-1000,0.0,12.0,1.0
510,M,40,1,202500.0,YN,Higher education,Municipal apartment,Drivers,2,Married,3.0,2,0.3333333333333333,30.0,2.0
511,F,40,0,265500.0,NY,Secondary / secondary special,House / apartment,Sales staff,2,Married,2.0,9,0.0,45.0,2.0
512,F,40,0,135000.0,NY,Secondary / secondary special,House / apartment,Working,2,Married,2.0,4,0.0,47.0,2.0
513,F,30,1,202500.0,NN,Higher education,With parents,High skill tech staff,1,Civil marriage,3.0,2,0.3333333333333333,37.0,2.0
514,M,30,0,270000.0,NN,Secondary / secondary special,With parents,Laborers,3,Married,2.0,1,0.0,40.0,2.0
515,F,60,0,112500.0,NY,Secondary / secondary special,House / apartment,Pensioner,1,Widow,1.0,-1000,0.0,55.0,2.0
516,F,30,0,135000.0,NY,Secondary / secondary special,House / apartment,Managers,1,Widow,1.0,2,0.0,8.0,2.0
517,F,60,0,112500.0,NY,Higher education,House / apartment,Pensioner,1,Married,2.0,-1000,0.0,6.0,1.0
518,F,40,0,112500.0,NY,Secondary / secondary special,Rented apartment,Sales staff,2,Married,2.0,24,0.0,39.0,2.0
519,M,20,0,135000.0,NN,Secondary / secondary special,House / apartment,Laborers,3,Single / not married,1.0,2,0.0,3.0,1.0
520,F,60,0,427500.0,YY,Higher education,House / apartment,Pensioner,1,Married,2.0,-1000,0.0,15.0,2.0
521,F,40,0,315000.0,NN,Higher education,House / apartment,Sales staff,2,Married,2.0,0,0.0,37.0,2.0
522,F,40,0,76500.0,NY,Secondary / secondary special,House / apartment,Sales staff,2,Married,2.0,4,0.0,43.0,2.0
523,F,40,0,135000.0,NN,Secondary / secondary special,House / apartment,Sales staff,2,Married,2.0,11,0.0,32.0,2.0
524,F,60,0,180000.0,NY,Secondary / secondary special,House / apartment,Pensioner,1,Married,2.0,-1000,0.0,20.0,2.0
525,M,50,0,234000.0,YN,Secondary / secondary special,House / apartment,Laborers,3,Married,2.0,2,0.0,32.0,1.0
526,F,50,0,261000.0,NY,Secondary / secondary special,House / apartment,High skill tech staff,1,Separated,1.0,5,0.0,6.0,2.0
527,F,40,1,157500.0,NN,Secondary / secondary special,House / apartment,Sales staff,2,Married,3.0,4,0.3333333333333333,18.0,2.0
528,M,20,0,450000.0,NY,Secondary / secondary special,With parents,Managers,1,Single / not married,1.0,3,0.0,16.0,0.0
529,F,50,0,157500.0,NY,Secondary / secondary special,House / apartment,Pensioner,1,Separated,1.0,-1000,0.0,55.0,2.0
530,F,40,0,180000.0,NY,Higher education,House / apartment,Core staff,1,Married,2.0,3,0.0,28.0,2.0
531,M,40,2,427500.0,YN,Higher education,House / apartment,Managers,1,Married,4.0,17,0.5,44.0,2.0
532,F,40,0,247500.0,NN,Secondary / secondary special,House / apartment,Laborers,3,Married,2.0,1,0.0,38.0,2.0
533,F,30,1,157500.0,NY,Secondary / secondary special,House / apartment,Laborers,3,Married,3.0,15,0.3333333333333333,52.0,2.0
534,F,50,0,225000.0,NY,Higher education,House / apartment,Core staff,1,Single / not married,1.0,25,0.0,44.0,2.0
535,M,40,0,126000.0,YY,Secondary / secondary special,House / apartment,Laborers,3,Married,2.0,7,0.0,31.0,2.0
536,F,30,0,135000.0,NY,Higher education,House / apartment,Laborers,3,Married,2.0,4,0.0,5.0,0.0
537,F,40,2,270000.0,NY,Higher education,House / apartment,Secretaries,2,Married,4.0,6,0.5,39.0,2.0
538,F,40,0,135000.0,NY,Secondary / secondary special,House / apartment,Laborers,3,Single / not married,1.0,5,0.0,59.0,2.0
539,M,20,0,360000.0,YN,Higher education,House / apartment,State servant,1,Married,2.0,5,0.0,51.0,2.0
540,M,50,0,103500.0,YY,Secondary / secondary special,House / apartment,Working,2,Married,2.0,3,0.0,23.0,2.0
541,M,30,0,135000.0,NN,Secondary / secondary special,Office apartment,Low-skill Laborers,3,Civil marriage,2.0,4,0.0,35.0,0.0
542,F,30,0,157500.0,NN,Higher education,House / apartment,Sales staff,2,Single / not married,1.0,1,0.0,1.0,1.0
543,M,30,0,148500.0,YN,Secondary / secondary special,House / apartment,Laborers,3,Civil marriage,2.0,9,0.0,11.0,2.0
544,F,50,0,112500.0,NY,Secondary / secondary special,House / apartment,Pensioner,1,Civil marriage,2.0,-1000,0.0,21.0,2.0
545,F,30,1,135000.0,NY,Secondary / secondary special,House / apartment,Waiters/barmen staff,3,Married,3.0,4,0.3333333333333333,37.0,2.0
546,F,50,0,76500.0,NY,Secondary / secondary special,House / apartment,Pensioner,1,Married,2.0,-1000,0.0,12.0,2.0
547,M,40,1,225000.0,NN,Secondary / secondary special,With parents,Drivers,2,Married,3.0,5,0.3333333333333333,21.0,0.0
548,F,50,0,180000.0,NY,Secondary / secondary special,House / apartment,Cleaning staff,3,Married,2.0,5,0.0,10.0,2.0
549,F,50,0,216000.0,NN,Secondary / secondary special,House / apartment,Cleaning staff,3,Separated,1.0,1,0.0,48.0,2.0
550,M,40,0,121500.0,YN,Secondary / secondary special,House / apartment,Laborers,3,Married,2.0,18,0.0,6.0,2.0
551,F,40,0,247500.0,NY,Secondary / secondary special,House / apartment,Sales staff,2,Married,2.0,1,0.0,16.0,2.0
552,F,20,1,135000.0,NN,Higher education,House / apartment,Managers,1,Married,3.0,2,0.3333333333333333,27.0,2.0
553,M,20,0,202500.0,YY,Secondary / secondary special,Rented apartment,Commercial associate,2,Married,2.0,7,0.0,22.0,2.0
554,F,30,1,126000.0,NY,Secondary / secondary special,House / apartment,Cleaning staff,3,Married,3.0,3,0.3333333333333333,33.0,2.0
555,F,30,2,135000.0,NY,Secondary / secondary special,House / apartment,Working,2,Married,4.0,4,0.5,25.0,2.0
556,F,30,0,112500.0,YY,Higher education,House / apartment,Accountants,1,Married,2.0,6,0.0,35.0,1.0
557,F,50,0,40500.0,NY,Secondary / secondary special,House / apartment,Pensioner,1,Married,2.0,-1000,0.0,44.0,2.0
558,M,40,0,157500.0,YY,Secondary / secondary special,House / apartment,Drivers,2,Married,2.0,1,0.0,36.0,2.0
559,F,50,0,225000.0,NY,Secondary / secondary special,House / apartment,High skill tech staff,1,Widow,1.0,6,0.0,57.0,2.0
560,F,50,0,121500.0,NY,Secondary / secondary special,House / apartment,Working,2,Married,2.0,3,0.0,32.0,1.0
561,F,30,0,108000.0,YN,Secondary / secondary special,With parents,Working,2,Married,2.0,8,0.0,24.0,2.0
562,F,40,0,135000.0,NY,Secondary / secondary special,House / apartment,Cleaning staff,3,Married,2.0,14,0.0,12.0,0.0
563,M,40,0,135000.0,YN,Secondary / secondary special,House / apartment,Drivers,2,Married,2.0,9,0.0,33.0,2.0
564,F,30,2,225000.0,NN,Secondary / secondary special,With parents,Sales staff,2,Married,4.0,6,0.5,29.0,2.0
565,M,40,1,225000.0,NY,Secondary / secondary special,House / apartment,Laborers,3,Married,3.0,4,0.3333333333333333,15.0,0.0
566,F,40,0,90000.0,NY,Higher education,House / apartment,Medicine staff,1,Civil marriage,2.0,2,0.0,3.0,1.0
567,F,40,0,315000.0,YY,Secondary / secondary special,House / apartment,Core staff,1,Married,2.0,15,0.0,46.0,1.0
568,F,60,0,121500.0,NN,Secondary / secondary special,House / apartment,Pensioner,1,Separated,1.0,-1000,0.0,14.0,2.0
569,F,40,1,157500.0,NY,Secondary / secondary special,House / apartment,Managers,1,Married,3.0,7,0.3333333333333333,40.0,2.0
570,F,60,0,135000.0,NY,Secondary / secondary special,House / apartment,Pensioner,1,Married,2.0,-1000,0.0,13.0,2.0
571,M,30,0,81000.0,NN,Secondary / secondary special,With parents,Laborers,3,Married,2.0,1,0.0,21.0,2.0
572,M,60,0,135000.0,YY,Higher education,House / apartment,Pensioner,1,Married,2.0,-1000,0.0,42.0,2.0
573,M,20,2,234000.0,YN,Secondary / secondary special,House / apartment,Laborers,3,Married,4.0,8,0.5,-0.0,1.0
574,F,40,0,81000.0,NY,Secondary / secondary special,House / apartment,Low-skill Laborers,3,Married,2.0,15,0.0,59.0,2.0
575,F,60,0,216000.0,NN,Secondary / secondary special,House / apartment,Pensioner,1,Married,2.0,-1000,0.0,2.0,1.0
576,M,40,0,427500.0,NY,Higher education,House / apartment,Laborers,3,Single / not married,1.0,11,0.0,51.0,2.0
577,M,40,1,315000.0,YY,Secondary / secondary special,House / apartment,Managers,1,Separated,2.0,2,0.5,58.0,1.0
578,F,60,0,135000.0,NY,Secondary / secondary special,House / apartment,Pensioner,1,Widow,1.0,-1000,0.0,16.0,1.0
579,F,40,0,157500.0,NY,Higher education,House / apartment,Medicine staff,1,Married,2.0,8,0.0,7.0,1.0
580,F,30,1,157500.0,YY,Secondary / secondary special,House / apartment,Laborers,3,Married,3.0,11,0.3333333333333333,6.0,2.0
581,M,20,2,180000.0,NN,Secondary / secondary special,House / apartment,Laborers,3,Married,4.0,6,0.5,54.0,1.0
582,M,50,0,225000.0,YY,Secondary / secondary special,House / apartment,Core staff,1,Married,2.0,2,0.0,8.0,2.0
583,M,50,1,112500.0,NY,Secondary / secondary special,House / apartment,Laborers,3,Married,3.0,14,0.3333333333333333,-0.0,0.0
584,M,20,0,360000.0,YN,Higher education,House / apartment,State servant,1,Married,2.0,5,0.0,12.0,2.0
585,M,30,2,225000.0,YY,Higher education,House / apartment,Drivers,2,Married,4.0,2,0.5,34.0,2.0
586,F,30,2,121500.0,NN,Higher education,House / apartment,HR staff,1,Married,4.0,1,0.5,2.0,0.0
587,F,30,2,135000.0,NN,Secondary / secondary special,With parents,Core staff,1,Married,4.0,4,0.5,38.0,2.0
588,F,50,0,270000.0,NY,Secondary / secondary special,House / apartment,Pensioner,1,Married,2.0,-1000,0.0,42.0,2.0
589,M,40,0,112500.0,YY,Secondary / secondary special,House / apartment,Laborers,3,Married,2.0,3,0.0,12.0,0.0
590,M,30,2,265500.0,YY,Higher education,House / apartment,Laborers,3,Married,4.0,5,0.5,2.0,1.0
591,M,50,0,225000.0,NY,Secondary / secondary special,House / apartment,Laborers,3,Married,2.0,4,0.0,53.0,2.0
592,F,50,0,135000.0,NY,Secondary / secondary special,House / apartment,Pensioner,1,Married,2.0,-1000,0.0,7.0,2.0
593,F,50,0,225000.0,NY,Secondary / secondary special,House / apartment,Pensioner,1,Separated,1.0,-1000,0.0,9.0,0.0
594,F,30,0,180000.0,NY,Secondary / secondary special,House / apartment,Laborers,3,Married,2.0,8,0.0,6.0,0.0
595,F,40,0,112500.0,YN,Secondary / secondary special,Municipal apartment,Sales staff,2,Married,2.0,2,0.0,57.0,2.0
596,F,50,0,225000.0,NY,Secondary / secondary special,House / apartment,Working,2,Married,2.0,15,0.0,19.0,2.0
597,F,60,0,135000.0,NY,Secondary / secondary special,House / apartment,Pensioner,1,Married,2.0,-1000,0.0,7.0,2.0
598,F,30,0,202500.0,NN,Higher education,With parents,Core staff,1,Married,2.0,3,0.0,19.0,1.0
599,F,60,0,81000.0,NY,Secondary / secondary special,House / apartment,Pensioner,1,Widow,1.0,-1000,0.0,47.0,2.0
600,F,40,0,135000.0,NY,Secondary / secondary special,House / apartment,Working,2,Married,2.0,8,0.0,32.0,2.0
601,F,30,0,247500.0,NY,Higher education,House / apartment,Core staff,1,Single / not married,1.0,5,0.0,54.0,2.0
602,F,60,0,90000.0,NY,Secondary / secondary special,House / apartment,Pensioner,1,Married,2.0,-1000,0.0,7.0,2.0
603,F,20,1,180000.0,NN,Incomplete higher,With parents,Working,2,Married,3.0,7,0.3333333333333333,13.0,2.0
604,F,60,0,247500.0,NY,Secondary / secondary special,Municipal apartment,Pensioner,1,Widow,1.0,-1000,0.0,31.0,2.0
605,F,30,1,112500.0,NN,Secondary / secondary special,House / apartment,High skill tech staff,1,Single / not married,2.0,6,0.5,11.0,2.0
606,M,40,1,292500.0,NN,Secondary / secondary special,House / apartment,State servant,1,Married,3.0,21,0.3333333333333333,27.0,2.0
607,F,20,1,99000.0,NY,Secondary / secondary special,House / apartment,Sales staff,2,Married,3.0,0,0.3333333333333333,25.0,1.0
608,F,60,0,175500.0,YY,Higher education,House / apartment,Pensioner,1,Married,2.0,-1000,0.0,14.0,1.0
609,F,20,2,135000.0,NY,Incomplete higher,House / apartment,Sales staff,2,Married,4.0,5,0.5,15.0,2.0
610,F,30,1,126000.0,NY,Higher education,House / apartment,Sales staff,2,Married,3.0,3,0.3333333333333333,2.0,1.0
611,M,40,0,157500.0,NN,Secondary / secondary special,Municipal apartment,Security staff,2,Civil marriage,2.0,6,0.0,13.0,2.0
612,F,40,1,157500.0,NY,Secondary / secondary special,House / apartment,Sales staff,2,Married,3.0,3,0.3333333333333333,38.0,2.0
613,M,50,0,148500.0,NY,Secondary / secondary special,House / apartment,Laborers,3,Married,2.0,13,0.0,49.0,2.0
614,F,30,0,247500.0,NY,Secondary / secondary special,House / apartment,Laborers,3,Married,2.0,6,0.0,29.0,0.0
615,F,50,0,270000.0,NN,Secondary / secondary special,House / apartment,Cooking staff,2,Widow,1.0,1,0.0,43.0,0.0
616,M,30,1,202500.0,YN,Secondary / secondary special,With parents,Laborers,3,Separated,2.0,1,0.5,31.0,0.0
617,F,40,0,81000.0,NY,Secondary / secondary special,House / apartment,Laborers,3,Married,2.0,1,0.0,39.0,2.0
618,F,50,0,126000.0,NY,Secondary / secondary special,House / apartment,Pensioner,1,Married,2.0,-1000,0.0,4.0,2.0
619,M,20,0,225000.0,NY,Secondary / secondary special,House / apartment,Drivers,2,Single / not married,1.0,1,0.0,-0.0,0.0
620,M,30,1,360000.0,NY,Secondary / secondary special,House / apartment,Sales staff,2,Civil marriage,3.0,6,0.3333333333333333,42.0,1.0
621,F,50,0,90000.0,NN,Secondary / secondary special,House / apartment,Pensioner,1,Widow,1.0,-1000,0.0,3.0,1.0
622,M,20,0,121500.0,NN,Higher education,House / apartment,Working,2,Married,2.0,8,0.0,32.0,2.0
623,M,40,0,126000.0,NY,Secondary / secondary special,Rented apartment,Pensioner,1,Married,2.0,-1000,0.0,42.0,2.0
624,M,30,0,162000.0,NY,Secondary / secondary special,House / apartment,Security staff,2,Single / not married,1.0,1,0.0,3.0,1.0
625,F,50,0,157500.0,NY,Secondary / secondary special,With parents,Commercial associate,2,Separated,1.0,0,0.0,4.0,1.0
626,F,40,0,135000.0,YY,Secondary / secondary special,House / apartment,Core staff,1,Married,2.0,3,0.0,51.0,1.0
627,F,50,1,94500.0,YY,Secondary / secondary special,House / apartment,Managers,1,Married,3.0,18,0.3333333333333333,32.0,2.0
628,F,40,0,189000.0,NY,Secondary / secondary special,House / apartment,Sales staff,2,Married,2.0,3,0.0,5.0,2.0
629,F,50,0,112500.0,NY,Secondary / secondary special,House / apartment,Pensioner,1,Civil marriage,2.0,-1000,0.0,27.0,2.0
630,F,60,0,135000.0,NY,Higher education,House / apartment,Pensioner,1,Married,2.0,-1000,0.0,13.0,2.0
631,F,60,0,81000.0,NY,Secondary / secondary special,House / apartment,Pensioner,1,Married,2.0,-1000,0.0,53.0,2.0
632,M,20,0,135000.0,YY,Secondary / secondary special,House / apartment,Laborers,3,Single / not married,1.0,2,0.0,35.0,2.0
633,M,40,1,427500.0,YY,Higher education,House / apartment,Managers,1,Married,3.0,0,0.3333333333333333,23.0,2.0
634,F,50,0,90000.0,NY,Secondary / secondary special,House / apartment,Commercial associate,2,Separated,1.0,1,0.0,34.0,2.0
635,F,30,0,193500.0,NY,Higher education,House / apartment,Core staff,1,Married,2.0,3,0.0,15.0,2.0
636,F,30,0,270000.0,NY,Higher education,House / apartment,Private service staff,2,Single / not married,1.0,8,0.0,12.0,0.0
637,F,20,0,157500.0,YN,Incomplete higher,With parents,Drivers,2,Married,2.0,1,0.0,13.0,0.0
638,M,20,2,225000.0,YY,Secondary / secondary special,House / apartment,Laborers,3,Married,4.0,2,0.5,12.0,2.0
639,F,40,0,112500.0,NY,Secondary / secondary special,House / apartment,Laborers,3,Widow,1.0,8,0.0,42.0,2.0
640,M,30,2,270000.0,NY,Secondary / secondary special,House / apartment,Laborers,3,Single / not married,3.0,11,0.6666666666666666,53.0,2.0
641,M,30,0,360000.0,NN,Incomplete higher,Municipal apartment,Laborers,3,Single / not married,1.0,7,0.0,6.0,1.0
642,F,40,0,270000.0,NY,Higher education,House / apartment,Sales staff,2,Married,2.0,4,0.0,-0.0,1.0
643,M,20,1,157500.0,YY,Higher education,House / apartment,Laborers,3,Married,3.0,8,0.3333333333333333,20.0,1.0
644,M,20,0,360000.0,YY,Incomplete higher,House / apartment,Sales staff,2,Married,2.0,0,0.0,14.0,0.0
645,M,30,0,90000.0,YY,Secondary / secondary special,With parents,Working,2,Married,2.0,8,0.0,13.0,0.0
646,M,30,0,135000.0,YY,Lower secondary,House / apartment,Working,2,Civil marriage,2.0,0,0.0,9.0,1.0
647,F,40,0,297000.0,NY,Secondary / secondary special,Rented apartment,Laborers,3,Single / not married,1.0,8,0.0,15.0,1.0
648,M,40,1,270000.0,YY,Higher education,House / apartment,Managers,1,Married,3.0,11,0.3333333333333333,8.0,1.0
649,F,50,0,135000.0,YY,Higher education,House / apartment,Pensioner,1,Married,2.0,-1000,0.0,27.0,2.0
650,M,40,1,292500.0,YY,Secondary / secondary special,House / apartment,Laborers,3,Married,3.0,12,0.3333333333333333,41.0,2.0
651,M,60,0,180000.0,NY,Secondary / secondary special,House / apartment,Pensioner,1,Civil marriage,2.0,-1000,0.0,20.0,2.0
652,F,40,0,135000.0,NY,Secondary / secondary special,House / apartment,Waiters/barmen staff,3,Married,2.0,2,0.0,6.0,2.0
653,F,20,0,112500.0,YN,Secondary / secondary special,House / apartment,Laborers,3,Married,2.0,9,0.0,50.0,2.0
654,F,60,0,180000.0,NN,Secondary / secondary special,House / apartment,Managers,1,Married,2.0,16,0.0,24.0,2.0
655,F,40,0,211500.0,NN,Higher education,With parents,Laborers,3,Married,2.0,12,0.0,55.0,2.0
656,F,30,2,67500.0,NY,Secondary / secondary special,House / apartment,Sales staff,2,Married,4.0,1,0.5,9.0,1.0
657,M,40,2,225000.0,YN,Secondary / secondary special,House / apartment,Drivers,2,Married,4.0,6,0.5,51.0,2.0
658,F,50,0,202500.0,NY,Secondary / secondary special,House / apartment,Medicine staff,1,Married,2.0,2,0.0,7.0,2.0
659,F,50,0,90000.0,NN,Secondary / secondary special,House / apartment,Pensioner,1,Widow,1.0,-1000,0.0,41.0,1.0
660,F,30,1,112500.0,NY,Secondary / secondary special,House / apartment,Commercial associate,2,Married,3.0,2,0.3333333333333333,38.0,2.0
661,M,40,0,270000.0,YY,Secondary / secondary special,House / apartment,Laborers,3,Separated,1.0,3,0.0,4.0,2.0
662,F,20,1,135000.0,NY,Secondary / secondary special,House / apartment,Commercial associate,2,Civil marriage,3.0,6,0.3333333333333333,28.0,1.0
663,F,30,1,225000.0,NY,Secondary / secondary special,House / apartment,Realty agents,2,Married,3.0,10,0.3333333333333333,28.0,2.0
664,M,60,0,360000.0,YY,Higher education,House / apartment,Pensioner,1,Single / not married,1.0,-1000,0.0,10.0,2.0
665,F,40,0,405000.0,NN,Higher education,House / apartment,Working,2,Married,2.0,19,0.0,16.0,2.0
666,M,20,1,157500.0,YY,Higher education,House / apartment,Laborers,3,Married,3.0,8,0.3333333333333333,9.0,2.0
667,F,40,1,270000.0,NN,Secondary / secondary special,House / apartment,High skill tech staff,1,Separated,2.0,3,0.5,16.0,2.0
668,M,30,0,121500.0,NY,Secondary / secondary special,House / apartment,Laborers,3,Married,2.0,8,0.0,13.0,1.0
669,F,50,0,193500.0,NY,Secondary / secondary special,House / apartment,Working,2,Single / not married,1.0,26,0.0,39.0,0.0
670,F,50,0,225000.0,NY,Secondary / secondary special,House / apartment,Pensioner,1,Separated,1.0,-1000,0.0,47.0,2.0
671,F,40,0,135000.0,NY,Secondary / secondary special,House / apartment,Working,2,Single / not married,1.0,9,0.0,2.0,1.0
672,F,50,0,90000.0,NN,Secondary / secondary special,House / apartment,Sales staff,2,Married,2.0,0,0.0,14.0,0.0
673,F,30,1,45000.0,NN,Secondary / secondary special,House / apartment,Core staff,1,Married,3.0,0,0.3333333333333333,25.0,0.0
674,F,40,0,157500.0,NN,Secondary / secondary special,House / apartment,Laborers,3,Single / not married,1.0,7,0.0,1.0,1.0
675,F,50,0,162000.0,NN,Secondary / secondary special,House / apartment,Pensioner,1,Civil marriage,2.0,-1000,0.0,41.0,2.0
676,M,50,0,157500.0,NY,Academic degree,House / apartment,Managers,1,Married,2.0,5,0.0,4.0,2.0
677,F,40,1,180000.0,NN,Incomplete higher,House / apartment,High skill tech staff,1,Married,3.0,20,0.3333333333333333,55.0,1.0
678,M,30,0,270000.0,YY,Higher education,House / apartment,Working,2,Married,2.0,4,0.0,53.0,2.0
679,M,20,0,135000.0,YN,Secondary / secondary special,House / apartment,Laborers,3,Married,2.0,6,0.0,22.0,0.0
680,F,20,0,180000.0,NN,Secondary / secondary special,House / apartment,Security staff,2,Civil marriage,2.0,4,0.0,6.0,2.0
681,M,30,0,180000.0,NY,Secondary / secondary special,House / apartment,Working,2,Married,2.0,9,0.0,40.0,2.0
682,M,30,3,157500.0,NY,Secondary / secondary special,House / apartment,Laborers,3,Married,5.0,7,0.6,46.0,2.0
683,M,20,0,157500.0,YY,Secondary / secondary special,Municipal apartment,Laborers,3,Single / not married,1.0,5,0.0,37.0,0.0
684,F,40,0,193500.0,NN,Secondary / secondary special,Municipal apartment,Cooking staff,2,Single / not married,2.0,27,0.0,29.0,2.0
685,F,40,0,270000.0,NY,Secondary / secondary special,House / apartment,Cleaning staff,3,Single / not married,1.0,5,0.0,8.0,2.0
686,F,40,0,157500.0,NY,Secondary / secondary special,House / apartment,Core staff,1,Married,2.0,5,0.0,36.0,0.0
687,F,20,0,135000.0,NY,Incomplete higher,With parents,State servant,1,Single / not married,1.0,5,0.0,16.0,0.0
688,M,30,0,360000.0,NY,Secondary / secondary special,House / apartment,Managers,1,Married,2.0,11,0.0,33.0,2.0
689,F,50,0,157500.0,NN,Secondary / secondary special,House / apartment,Accountants,1,Married,2.0,10,0.0,8.0,0.0
690,F,40,0,121500.0,NY,Higher education,House / apartment,Accountants,1,Married,2.0,3,0.0,60.0,2.0
691,F,30,1,135000.0,NY,Secondary / secondary special,House / apartment,Laborers,3,Single / not married,2.0,20,0.5,24.0,2.0
692,F,60,0,211500.0,NY,Secondary / secondary special,House / apartment,Pensioner,1,Widow,1.0,-1000,0.0,56.0,1.0
693,F,40,0,202500.0,NN,Higher education,House / apartment,Core staff,1,Civil marriage,2.0,14,0.0,46.0,2.0
694,F,30,0,202500.0,NY,Secondary / secondary special,House / apartment,Core staff,1,Civil marriage,2.0,5,0.0,16.0,2.0
695,F,50,0,112500.0,NY,Secondary / secondary special,House / apartment,Medicine staff,1,Married,2.0,15,0.0,12.0,2.0
696,M,40,0,225000.0,YY,Secondary / secondary special,House / apartment,Security staff,2,Married,2.0,4,0.0,8.0,1.0
697,F,20,1,157500.0,YN,Secondary / secondary special,House / apartment,Commercial associate,2,Civil marriage,3.0,8,0.3333333333333333,18.0,1.0
698,F,30,1,157500.0,NY,Secondary / secondary special,House / apartment,Core staff,1,Married,3.0,10,0.3333333333333333,30.0,1.0
699,M,40,0,270000.0,YY,Secondary / secondary special,House / apartment,Commercial associate,2,Married,2.0,8,0.0,10.0,2.0
700,F,50,0,157500.0,NY,Secondary / secondary special,House / apartment,Laborers,3,Civil marriage,2.0,0,0.0,27.0,2.0
701,F,40,0,450000.0,NY,Higher education,House / apartment,High skill tech staff,1,Civil marriage,2.0,9,0.0,53.0,2.0
702,M,40,0,180000.0,YY,Incomplete higher,House / apartment,Laborers,3,Married,2.0,12,0.0,38.0,2.0
703,F,20,0,112500.0,NN,Incomplete higher,House / apartment,Commercial associate,2,Married,2.0,6,0.0,15.0,2.0
704,F,50,0,360000.0,NY,Secondary / secondary special,House / apartment,Accountants,1,Married,2.0,28,0.0,19.0,2.0
705,F,40,0,247500.0,NN,Secondary / secondary special,House / apartment,Laborers,3,Civil marriage,2.0,13,0.0,23.0,2.0
706,F,60,0,67500.0,NY,Secondary / secondary special,House / apartment,Pensioner,1,Widow,1.0,-1000,0.0,43.0,1.0
707,M,20,1,225000.0,NY,Secondary / secondary special,House / apartment,Drivers,2,Married,3.0,5,0.3333333333333333,11.0,2.0
708,F,40,0,112500.0,NY,Secondary / secondary special,House / apartment,Sales staff,2,Married,2.0,7,0.0,39.0,2.0
709,F,20,0,225000.0,NY,Secondary / secondary special,House / apartment,Core staff,1,Married,2.0,2,0.0,4.0,2.0
710,F,30,0,157500.0,NN,Higher education,House / apartment,Core staff,1,Married,2.0,2,0.0,5.0,0.0
711,F,50,0,108000.0,YY,Secondary / secondary special,Municipal apartment,Core staff,1,Married,2.0,16,0.0,49.0,2.0
712,F,40,0,94500.0,NN,Secondary / secondary special,House / apartment,Laborers,3,Single / not married,1.0,1,0.0,48.0,0.0
713,F,50,0,81000.0,NY,Secondary / secondary special,House / apartment,Sales staff,2,Married,2.0,0,0.0,23.0,2.0
714,F,60,0,135000.0,NY,Secondary / secondary special,House / apartment,Pensioner,1,Widow,1.0,-1000,0.0,5.0,2.0
715,F,60,0,103500.0,NY,Secondary / secondary special,House / apartment,Pensioner,1,Widow,1.0,-1000,0.0,24.0,1.0
716,F,50,0,157500.0,NY,Secondary / secondary special,House / apartment,Pensioner,1,Widow,1.0,-1000,0.0,4.0,1.0
717,F,40,0,297000.0,NY,Secondary / secondary special,Rented apartment,Laborers,3,Single / not married,1.0,8,0.0,36.0,0.0
718,F,50,0,112500.0,NY,Secondary / secondary special,House / apartment,Pensioner,1,Married,2.0,-1000,0.0,24.0,2.0
719,F,60,0,94500.0,NY,Secondary / secondary special,House / apartment,Pensioner,1,Married,2.0,-1000,0.0,44.0,2.0
720,F,60,0,112500.0,NN,Secondary / secondary special,House / apartment,Pensioner,1,Married,2.0,-1000,0.0,18.0,0.0
721,M,20,0,310500.0,YN,Higher education,House / apartment,Laborers,3,Single / not married,1.0,1,0.0,12.0,2.0
722,F,50,0,225000.0,NY,Secondary / secondary special,House / apartment,Cleaning staff,3,Widow,1.0,2,0.0,15.0,2.0
723,F,50,0,180000.0,NY,Secondary / secondary special,House / apartment,Pensioner,1,Single / not married,1.0,-1000,0.0,6.0,1.0
724,F,60,0,112500.0,NY,Secondary / secondary special,House / apartment,Pensioner,1,Married,2.0,-1000,0.0,26.0,2.0
725,M,30,1,373500.0,YY,Higher education,Office apartment,Core staff,1,Married,3.0,3,0.3333333333333333,54.0,2.0
726,F,20,1,337500.0,YN,Higher education,House / apartment,Working,2,Married,3.0,7,0.3333333333333333,22.0,2.0
727,M,40,1,225000.0,YY,Higher education,Municipal apartment,Security staff,2,Separated,2.0,5,0.5,35.0,2.0
728,M,40,2,315000.0,YY,Higher education,House / apartment,Core staff,1,Married,4.0,3,0.5,39.0,2.0
729,F,30,1,157500.0,NY,Secondary / secondary special,House / apartment,Core staff,1,Married,3.0,10,0.3333333333333333,60.0,1.0
730,M,40,1,202500.0,YY,Secondary / secondary special,House / apartment,Drivers,2,Married,3.0,5,0.3333333333333333,19.0,0.0
731,F,20,0,202500.0,YY,Higher education,House / apartment,Accountants,1,Single / not married,1.0,10,0.0,58.0,1.0
732,F,50,0,144000.0,NN,Secondary / secondary special,House / apartment,Pensioner,1,Married,2.0,-1000,0.0,1.0,1.0
733,M,30,0,157500.0,NY,Secondary / secondary special,House / apartment,Laborers,3,Married,2.0,8,0.0,22.0,2.0
734,F,20,0,135000.0,NY,Higher education,House / apartment,Managers,1,Single / not married,1.0,3,0.0,31.0,1.0
