,gender,age_group,child_num,income_total,asset,edu_type,house_type,occyp_type,income_stability,email,work_phone,family_type,family_size,emp_years,income_per_capita,hold_period,credit,income_total_label,income_per_capita_label
1940,M,40,0,675000.0,1,Higher education,House / apartment,Managers,1,1,1,Married,2.0,3,337500.0,20.0,2.0,10,5.0
1941,F,40,0,135000.0,2,Higher education,House / apartment,Working,2,0,0,Civil marriage,2.0,1,67500.0,2.0,1.0,3,1.5
1942,F,30,1,76500.0,1,Secondary / secondary special,House / apartment,Medicine staff,1,1,0,Married,3.0,3,25500.0,24.0,2.0,1,0.3333333333333333
1943,F,40,1,360000.0,0,Higher education,House / apartment,Sales staff,2,0,0,Civil marriage,3.0,5,120000.0,39.0,2.0,8,2.6666666666666665
1944,F,60,0,225000.0,1,Secondary / secondary special,House / apartment,Medicine staff,1,0,0,Married,2.0,13,112500.0,13.0,2.0,6,3.0
1945,F,30,0,247500.0,1,Secondary / secondary special,House / apartment,Laborers,3,0,1,Married,2.0,6,123750.0,17.0,2.0,7,3.5
1946,M,30,0,90000.0,2,Secondary / secondary special,With parents,Working,2,0,1,Married,2.0,8,45000.0,40.0,2.0,2,1.0
1947,F,50,0,157500.0,1,Secondary / secondary special,House / apartment,Pensioner,1,1,0,Married,2.0,-1000,78750.0,21.0,2.0,5,2.5
1948,M,30,0,243000.0,2,Secondary / secondary special,House / apartment,Laborers,3,0,0,Married,2.0,6,121500.0,12.0,2.0,7,3.5
1949,M,30,0,202500.0,2,Secondary / secondary special,House / apartment,Laborers,3,1,0,Civil marriage,2.0,4,101250.0,26.0,2.0,5,2.5
1950,M,20,0,180000.0,2,Higher education,House / apartment,Laborers,3,0,0,Married,2.0,2,90000.0,42.0,2.0,5,2.5
1951,F,40,0,315000.0,0,Higher education,House / apartment,Sales staff,2,1,1,Married,2.0,0,157500.0,23.0,2.0,8,4.0
1952,F,40,0,157500.0,0,Higher education,House / apartment,Laborers,3,0,1,Married,2.0,3,78750.0,18.0,2.0,5,2.5
1953,M,50,0,112500.0,1,Secondary / secondary special,House / apartment,Low-skill Laborers,3,0,1,Married,2.0,5,56250.0,14.0,0.0,3,1.5
1954,F,40,0,202500.0,1,Secondary / secondary special,House / apartment,High skill tech staff,1,0,1,Married,2.0,3,101250.0,36.0,2.0,5,2.5
1955,M,50,0,202500.0,1,Secondary / secondary special,House / apartment,High skill tech staff,1,0,0,Married,2.0,0,101250.0,34.0,2.0,5,2.5
1956,M,20,0,112500.0,2,Secondary / secondary special,House / apartment,Working,2,0,0,Single / not married,1.0,4,112500.0,10.0,2.0,3,3.0
1957,F,40,0,135000.0,1,Secondary / secondary special,House / apartment,Cleaning staff,3,0,0,Married,2.0,14,67500.0,12.0,2.0,3,1.5
1958,F,30,0,112500.0,2,Secondary / secondary special,House / apartment,Cooking staff,2,0,0,Civil marriage,2.0,3,56250.0,2.0,1.0,3,1.5
1959,M,40,2,225000.0,2,Secondary / secondary special,House / apartment,Working,2,0,1,Married,4.0,14,56250.0,21.0,2.0,6,1.5
1960,M,30,0,315000.0,1,Higher education,House / apartment,Managers,1,0,1,Married,2.0,13,157500.0,40.0,2.0,8,4.0
1961,F,30,1,166500.0,1,Secondary / secondary special,House / apartment,Sales staff,2,0,0,Civil marriage,3.0,10,55500.0,22.0,2.0,5,1.6666666666666667
1962,F,30,0,360000.0,2,Higher education,House / apartment,Working,2,0,0,Civil marriage,2.0,5,180000.0,18.0,1.0,8,4.0
1963,F,40,1,157500.0,1,Secondary / secondary special,House / apartment,Cooking staff,2,0,0,Civil marriage,3.0,0,52500.0,38.0,2.0,5,1.6666666666666667
1964,F,30,0,157500.0,1,Higher education,House / apartment,Medicine staff,1,1,0,Married,2.0,3,78750.0,32.0,2.0,5,2.5
1965,M,50,0,267750.0,1,Higher education,House / apartment,Laborers,3,0,0,Married,2.0,12,133875.0,18.0,2.0,7,3.5
1966,F,30,0,360000.0,2,Higher education,House / apartment,Core staff,1,1,0,Married,2.0,16,180000.0,17.0,0.0,8,4.0
1967,M,30,0,135000.0,0,Higher education,House / apartment,Managers,1,0,1,Married,2.0,8,67500.0,31.0,2.0,3,1.5
1968,M,50,0,157500.0,1,Secondary / secondary special,House / apartment,Managers,1,0,0,Married,2.0,5,78750.0,27.0,2.0,5,2.5
1969,F,20,1,306000.0,1,Higher education,House / apartment,Working,2,0,0,Married,3.0,4,102000.0,13.0,2.0,7,2.3333333333333335
1970,F,20,0,135000.0,0,Secondary / secondary special,With parents,Core staff,1,0,0,Civil marriage,2.0,3,67500.0,10.0,1.0,3,1.5
1971,F,40,2,135000.0,2,Secondary / secondary special,House / apartment,Laborers,3,0,0,Married,4.0,8,33750.0,2.0,1.0,3,0.75
1972,F,40,3,103500.0,1,Secondary / secondary special,House / apartment,Cleaning staff,3,0,0,Married,5.0,8,20700.0,4.0,0.0,2,0.4
1973,F,30,0,225000.0,1,Secondary / secondary special,Municipal apartment,Laborers,3,0,0,Married,2.0,1,112500.0,16.0,0.0,6,3.0
1974,F,30,2,112500.0,1,Secondary / secondary special,House / apartment,Laborers,3,0,0,Married,4.0,6,28125.0,17.0,1.0,3,0.75
1975,F,40,0,135000.0,1,Secondary / secondary special,House / apartment,Sales staff,2,0,0,Separated,1.0,1,135000.0,31.0,2.0,3,3.0
1976,M,30,1,405000.0,1,Higher education,House / apartment,Managers,1,0,0,Married,3.0,1,135000.0,12.0,0.0,8,2.6666666666666665
1977,F,30,0,135000.0,1,Secondary / secondary special,House / apartment,Core staff,1,0,1,Married,2.0,2,67500.0,40.0,2.0,3,1.5
1978,F,50,0,225000.0,1,Higher education,House / apartment,Core staff,1,0,0,Single / not married,1.0,25,225000.0,12.0,2.0,6,6.0
1979,F,60,0,67500.0,1,Secondary / secondary special,House / apartment,Pensioner,1,0,0,Widow,1.0,-1000,67500.0,14.0,2.0,1,1.0
1980,M,30,1,360000.0,2,Higher education,House / apartment,Managers,1,0,1,Married,3.0,10,120000.0,53.0,2.0,8,2.6666666666666665
1981,M,20,0,540000.0,1,Secondary / secondary special,Rented apartment,Sales staff,2,0,0,Single / not married,1.0,4,540000.0,12.0,2.0,10,10.0
1982,F,50,0,72000.0,1,Secondary / secondary special,House / apartment,Cleaning staff,3,0,1,Widow,1.0,5,72000.0,56.0,1.0,1,1.0
1983,F,40,1,180000.0,2,Higher education,House / apartment,Managers,1,0,0,Married,3.0,0,60000.0,8.0,0.0,5,1.6666666666666667
1984,F,50,0,202500.0,0,Higher education,House / apartment,Core staff,1,1,0,Married,2.0,13,101250.0,23.0,0.0,5,2.5
1985,F,50,0,180000.0,1,Secondary / secondary special,House / apartment,Working,2,0,0,Single / not married,1.0,5,180000.0,6.0,1.0,5,5.0
1986,M,30,0,180000.0,1,Secondary / secondary special,House / apartment,Laborers,3,0,0,Separated,1.0,2,180000.0,25.0,1.0,5,5.0
1987,M,20,0,180000.0,0,Secondary / secondary special,With parents,Working,2,1,1,Single / not married,1.0,3,180000.0,16.0,2.0,5,5.0
1988,F,30,1,135000.0,2,Higher education,House / apartment,Accountants,1,0,0,Civil marriage,3.0,0,45000.0,19.0,2.0,3,1.0
1989,F,30,1,225000.0,2,Secondary / secondary special,House / apartment,Sales staff,2,0,0,Married,3.0,8,75000.0,58.0,2.0,6,2.0
1990,F,40,0,81000.0,1,Secondary / secondary special,House / apartment,Medicine staff,1,0,1,Married,2.0,28,40500.0,14.0,2.0,2,1.0
1991,F,30,2,180000.0,1,Higher education,House / apartment,Core staff,1,0,0,Married,4.0,9,45000.0,47.0,2.0,5,1.25
1992,F,40,0,270000.0,0,Secondary / secondary special,House / apartment,Working,2,0,0,Separated,1.0,1,270000.0,41.0,2.0,7,7.0
1993,F,40,0,315000.0,1,Higher education,House / apartment,Accountants,1,0,1,Married,2.0,10,157500.0,14.0,0.0,8,4.0
1994,F,40,0,112500.0,1,Secondary / secondary special,House / apartment,Working,2,0,0,Separated,1.0,13,112500.0,8.0,2.0,3,3.0
1995,M,30,0,162000.0,1,Secondary / secondary special,House / apartment,Laborers,3,0,0,Married,2.0,2,81000.0,3.0,1.0,5,2.5
1996,F,40,0,315000.0,1,Higher education,House / apartment,Accountants,1,0,1,Married,2.0,10,157500.0,44.0,0.0,8,4.0
1997,M,40,0,180000.0,1,Secondary / secondary special,House / apartment,Sales staff,2,1,0,Married,2.0,8,90000.0,23.0,1.0,5,2.5
1998,F,30,0,112500.0,1,Secondary / secondary special,House / apartment,High skill tech staff,1,0,0,Separated,1.0,13,112500.0,18.0,2.0,3,3.0
1999,F,40,1,135000.0,0,Secondary / secondary special,House / apartment,High skill tech staff,1,0,0,Separated,2.0,21,67500.0,15.0,1.0,3,1.5
2000,F,50,0,135000.0,1,Secondary / secondary special,House / apartment,Managers,1,0,1,Married,2.0,20,67500.0,52.0,1.0,3,1.5
2001,F,40,0,135000.0,0,Secondary / secondary special,House / apartment,Sales staff,2,0,1,Married,2.0,4,67500.0,32.0,2.0,3,1.5
2002,M,20,0,180000.0,1,Secondary / secondary special,House / apartment,High skill tech staff,1,0,0,Single / not married,1.0,2,180000.0,15.0,2.0,5,5.0
2003,M,40,0,180000.0,1,Secondary / secondary special,House / apartment,Sales staff,2,1,0,Married,2.0,8,90000.0,48.0,2.0,5,2.5
2004,F,40,0,225000.0,1,Higher education,House / apartment,Core staff,1,0,0,Single / not married,1.0,1,225000.0,32.0,1.0,6,6.0
2005,M,60,0,225000.0,2,Higher education,House / apartment,Pensioner,1,0,0,Married,2.0,-1000,112500.0,60.0,1.0,6,3.0
2006,M,50,0,76500.0,1,Higher education,House / apartment,Laborers,3,0,1,Married,2.0,6,38250.0,26.0,2.0,1,0.5
2007,F,30,0,112500.0,2,Secondary / secondary special,House / apartment,Cooking staff,2,0,0,Civil marriage,2.0,3,56250.0,-0.0,1.0,3,1.5
2008,M,30,0,225000.0,2,Higher education,House / apartment,State servant,1,0,0,Married,2.0,6,112500.0,30.0,1.0,6,3.0
2009,F,40,1,112500.0,2,Secondary / secondary special,House / apartment,Sales staff,2,0,0,Civil marriage,3.0,3,37500.0,6.0,2.0,3,1.0
2010,F,50,0,157500.0,1,Secondary / secondary special,House / apartment,Commercial associate,2,0,0,Married,2.0,4,78750.0,60.0,2.0,5,2.5
2011,F,30,1,126000.0,1,Secondary / secondary special,House / apartment,Cleaning staff,3,0,1,Married,3.0,3,42000.0,18.0,2.0,3,1.0
2012,M,40,2,225000.0,1,Secondary / secondary special,House / apartment,Drivers,2,0,1,Married,4.0,1,56250.0,32.0,2.0,6,1.5
2013,F,50,0,126000.0,1,Secondary / secondary special,House / apartment,Pensioner,1,0,0,Married,2.0,-1000,63000.0,37.0,2.0,3,1.5
2014,F,30,0,157500.0,0,Secondary / secondary special,House / apartment,Sales staff,2,0,0,Married,2.0,5,78750.0,12.0,2.0,5,2.5
2015,F,40,1,360000.0,1,Secondary / secondary special,House / apartment,Managers,1,0,0,Married,3.0,7,120000.0,48.0,2.0,8,2.6666666666666665
2016,F,30,2,157500.0,2,Higher education,House / apartment,Core staff,1,0,0,Married,4.0,4,39375.0,2.0,1.0,5,1.25
2017,F,30,1,144000.0,2,Higher education,House / apartment,Core staff,1,0,0,Separated,2.0,11,72000.0,57.0,2.0,4,2.0
2018,M,20,2,378000.0,1,Higher education,House / apartment,Security staff,2,1,0,Married,4.0,3,94500.0,18.0,2.0,8,2.0
2019,F,60,0,135000.0,1,Secondary / secondary special,House / apartment,Medicine staff,1,0,1,Married,2.0,7,67500.0,50.0,1.0,3,1.5
2020,F,30,1,135000.0,1,Secondary / secondary special,House / apartment,Working,2,0,0,Separated,2.0,3,67500.0,13.0,2.0,3,1.5
2021,M,30,0,292500.0,1,Secondary / secondary special,House / apartment,Drivers,2,0,0,Single / not married,1.0,4,292500.0,10.0,2.0,7,7.0
2022,M,20,2,225000.0,2,Secondary / secondary special,House / apartment,Laborers,3,0,1,Married,4.0,6,56250.0,14.0,2.0,6,1.5
2023,F,50,0,81000.0,1,Secondary / secondary special,House / apartment,Sales staff,2,0,1,Married,2.0,2,40500.0,7.0,2.0,2,1.0
2024,F,30,1,135000.0,2,Secondary / secondary special,House / apartment,Sales staff,2,0,0,Married,3.0,1,45000.0,6.0,1.0,3,1.0
2025,M,50,0,225000.0,2,Higher education,House / apartment,Pensioner,1,0,0,Separated,1.0,-1000,225000.0,8.0,0.0,6,6.0
2026,M,30,0,270000.0,2,Secondary / secondary special,House / apartment,Laborers,3,0,0,Married,2.0,11,135000.0,58.0,1.0,7,3.5
2027,F,20,0,315000.0,0,Higher education,House / apartment,Commercial associate,2,0,0,Civil marriage,2.0,0,157500.0,10.0,2.0,8,4.0
2028,F,50,0,157500.0,1,Higher education,House / apartment,Core staff,1,0,1,Married,2.0,0,78750.0,51.0,2.0,5,2.5
2029,F,30,0,180000.0,1,Secondary / secondary special,House / apartment,Laborers,3,0,0,Married,2.0,8,90000.0,29.0,2.0,5,2.5
2030,M,50,0,382500.0,1,Secondary / secondary special,House / apartment,Pensioner,1,0,0,Widow,1.0,-1000,382500.0,8.0,2.0,8,8.0
2031,F,40,0,180000.0,1,Secondary / secondary special,House / apartment,Laborers,3,0,0,Married,2.0,5,90000.0,50.0,2.0,5,2.5
2032,F,20,0,225000.0,0,Higher education,House / apartment,Drivers,2,0,1,Married,2.0,1,112500.0,12.0,1.0,6,3.0
2033,M,30,0,495000.0,2,Secondary / secondary special,Rented apartment,Cooking staff,2,0,0,Single / not married,1.0,14,495000.0,29.0,2.0,10,10.0
2034,F,20,0,121500.0,0,Higher education,House / apartment,Core staff,1,0,0,Married,2.0,4,60750.0,17.0,1.0,3,1.5
2035,M,40,0,270000.0,1,Secondary / secondary special,House / apartment,Laborers,3,0,0,Married,2.0,0,135000.0,3.0,1.0,7,3.5
2036,M,30,2,139500.0,2,Secondary / secondary special,House / apartment,Working,2,0,0,Married,4.0,3,34875.0,15.0,2.0,3,0.75
2037,F,60,0,270000.0,1,Higher education,House / apartment,Pensioner,1,0,0,Married,2.0,-1000,135000.0,47.0,1.0,7,3.5
2038,F,60,0,157500.0,2,Higher education,House / apartment,Pensioner,1,0,0,Married,2.0,-1000,78750.0,10.0,2.0,5,2.5
2039,F,30,1,90000.0,1,Secondary / secondary special,Municipal apartment,Medicine staff,1,0,1,Married,3.0,19,30000.0,38.0,2.0,2,0.6666666666666666
2040,M,30,2,180000.0,2,Secondary / secondary special,House / apartment,Drivers,2,0,0,Married,4.0,14,45000.0,34.0,2.0,5,1.25
2041,F,40,0,112500.0,1,Secondary / secondary special,House / apartment,High skill tech staff,1,0,0,Single / not married,1.0,3,112500.0,35.0,1.0,3,3.0
2042,M,40,0,90000.0,1,Secondary / secondary special,House / apartment,Low-skill Laborers,3,0,1,Civil marriage,2.0,4,45000.0,16.0,2.0,2,1.0
2043,F,50,0,139500.0,0,Secondary / secondary special,House / apartment,Pensioner,1,0,0,Married,2.0,-1000,69750.0,13.0,1.0,3,1.5
2044,F,50,0,153000.0,1,Secondary / secondary special,House / apartment,Pensioner,1,0,0,Separated,1.0,-1000,153000.0,58.0,2.0,4,4.0
2045,M,50,0,180000.0,1,Secondary / secondary special,House / apartment,Laborers,3,0,0,Married,2.0,12,90000.0,35.0,2.0,5,2.5
2046,F,40,0,135000.0,1,Secondary / secondary special,House / apartment,Working,2,0,0,Single / not married,1.0,9,135000.0,4.0,1.0,3,3.0
2047,F,30,0,67500.0,1,Secondary / secondary special,House / apartment,Working,2,0,1,Married,2.0,5,33750.0,6.0,2.0,1,0.5
2048,M,50,0,279000.0,0,Secondary / secondary special,House / apartment,Commercial associate,2,0,1,Married,2.0,6,139500.0,47.0,0.0,7,3.5
2049,M,30,0,225000.0,1,Secondary / secondary special,House / apartment,Managers,1,0,0,Married,2.0,0,112500.0,43.0,2.0,6,3.0
2050,F,30,0,202500.0,2,Higher education,House / apartment,Core staff,1,1,0,Single / not married,1.0,7,202500.0,51.0,2.0,5,5.0
2051,F,30,0,270000.0,0,Higher education,House / apartment,Accountants,1,0,0,Married,2.0,6,135000.0,12.0,0.0,7,3.5
2052,F,50,0,126000.0,1,Higher education,House / apartment,Pensioner,1,0,0,Married,2.0,-1000,63000.0,41.0,2.0,3,1.5
2053,F,50,0,112500.0,1,Secondary / secondary special,House / apartment,Pensioner,1,0,0,Married,2.0,-1000,56250.0,16.0,2.0,3,1.5
2054,M,30,2,270000.0,1,Secondary / secondary special,House / apartment,Laborers,3,0,1,Married,4.0,12,67500.0,57.0,2.0,7,1.75
2055,F,50,0,180000.0,0,Incomplete higher,House / apartment,Laborers,3,0,0,Married,2.0,5,90000.0,11.0,2.0,5,2.5
2056,F,30,2,225000.0,1,Secondary / secondary special,House / apartment,Sales staff,2,1,0,Civil marriage,4.0,4,56250.0,47.0,2.0,6,1.5
2057,F,60,0,157500.0,1,Secondary / secondary special,House / apartment,Pensioner,1,0,0,Single / not married,1.0,-1000,157500.0,22.0,2.0,5,5.0
2058,M,40,1,198000.0,2,Secondary / secondary special,House / apartment,Drivers,2,0,1,Married,3.0,9,66000.0,29.0,2.0,5,1.6666666666666667
2059,F,40,1,630000.0,2,Secondary / secondary special,House / apartment,Working,2,0,0,Married,3.0,1,210000.0,55.0,2.0,10,3.3333333333333335
2060,F,30,2,144000.0,0,Secondary / secondary special,House / apartment,High skill tech staff,1,0,1,Married,4.0,2,36000.0,39.0,0.0,4,1.0
2061,M,60,0,90000.0,1,Secondary / secondary special,House / apartment,Laborers,3,0,0,Married,2.0,30,45000.0,17.0,2.0,2,1.0
2062,F,20,1,112500.0,1,Higher education,House / apartment,Core staff,1,0,0,Married,3.0,4,37500.0,21.0,2.0,3,1.0
2063,F,40,0,144000.0,2,Secondary / secondary special,House / apartment,Laborers,3,0,0,Married,2.0,1,72000.0,2.0,0.0,4,2.0
2064,F,40,0,202500.0,0,Higher education,House / apartment,State servant,1,0,0,Married,2.0,11,101250.0,27.0,2.0,5,2.5
2065,M,40,0,247500.0,1,Higher education,Municipal apartment,Security staff,2,1,0,Married,2.0,4,123750.0,13.0,2.0,7,3.5
2066,M,40,1,112500.0,0,Secondary / secondary special,With parents,Laborers,3,0,0,Separated,2.0,4,56250.0,30.0,2.0,3,1.5
2067,M,20,0,225000.0,2,Higher education,House / apartment,Core staff,1,0,0,Single / not married,1.0,4,225000.0,24.0,1.0,6,6.0
2068,F,40,1,126000.0,1,Secondary / secondary special,House / apartment,Laborers,3,0,0,Married,3.0,11,42000.0,36.0,2.0,3,1.0
2069,F,50,0,292500.0,1,Higher education,House / apartment,Sales staff,2,0,1,Married,2.0,13,146250.0,53.0,0.0,7,3.5
2070,F,50,0,148500.0,1,Secondary / secondary special,House / apartment,High skill tech staff,1,1,0,Single / not married,1.0,7,148500.0,24.0,2.0,4,4.0
2071,F,50,0,90000.0,1,Secondary / secondary special,House / apartment,Security staff,2,1,0,Married,2.0,3,45000.0,28.0,2.0,2,1.0
2072,F,40,2,144000.0,1,Secondary / secondary special,House / apartment,Sales staff,2,0,1,Civil marriage,4.0,8,36000.0,20.0,2.0,4,1.0
2073,M,30,2,135000.0,2,Secondary / secondary special,House / apartment,Working,2,0,0,Married,4.0,11,33750.0,56.0,2.0,3,0.75
2074,F,50,0,202500.0,2,Higher education,House / apartment,Working,2,0,1,Married,2.0,5,101250.0,39.0,2.0,5,2.5
2075,F,40,1,162000.0,0,Secondary / secondary special,Municipal apartment,Sales staff,2,0,1,Married,3.0,6,54000.0,40.0,1.0,5,1.6666666666666667
2076,M,50,0,90000.0,0,Secondary / secondary special,House / apartment,Pensioner,1,0,0,Single / not married,1.0,-1000,90000.0,8.0,2.0,2,2.0
2077,F,60,0,148500.0,1,Secondary / secondary special,House / apartment,Pensioner,1,0,0,Married,2.0,-1000,74250.0,46.0,0.0,4,2.0
2078,M,20,0,157500.0,2,Secondary / secondary special,House / apartment,Drivers,2,0,0,Civil marriage,2.0,5,78750.0,7.0,2.0,5,2.5
2079,F,50,0,288000.0,1,Secondary / secondary special,House / apartment,Working,2,0,0,Married,2.0,12,144000.0,43.0,1.0,7,3.5
2080,F,50,0,315000.0,1,Secondary / secondary special,House / apartment,Managers,1,0,0,Married,2.0,11,157500.0,30.0,1.0,8,4.0
2081,F,40,0,225000.0,1,Higher education,House / apartment,Working,2,0,0,Single / not married,1.0,2,225000.0,11.0,1.0,6,6.0
2082,F,50,0,180000.0,1,Secondary / secondary special,House / apartment,Cleaning staff,3,0,0,Married,2.0,5,90000.0,29.0,2.0,5,2.5
2083,M,40,2,360000.0,0,Higher education,Rented apartment,Core staff,1,0,0,Married,4.0,3,90000.0,19.0,2.0,8,2.0
2084,F,20,0,121500.0,1,Incomplete higher,Rented apartment,Sales staff,2,0,0,Civil marriage,2.0,1,60750.0,10.0,2.0,3,1.5
2085,M,30,1,234000.0,2,Secondary / secondary special,House / apartment,High skill tech staff,1,0,0,Married,3.0,9,78000.0,30.0,1.0,6,2.0
2086,F,30,0,225000.0,1,Secondary / secondary special,House / apartment,Laborers,3,1,0,Married,2.0,4,112500.0,40.0,2.0,6,3.0
2087,M,30,0,270000.0,1,Incomplete higher,House / apartment,Laborers,3,1,1,Married,2.0,2,135000.0,10.0,2.0,7,3.5
2088,F,30,2,157500.0,1,Secondary / secondary special,House / apartment,Core staff,1,0,0,Married,4.0,5,39375.0,35.0,2.0,5,1.25
2089,M,20,1,225000.0,1,Higher education,House / apartment,Sales staff,2,0,0,Married,3.0,2,75000.0,13.0,2.0,6,2.0
2090,F,30,1,225000.0,1,Secondary / secondary special,House / apartment,High skill tech staff,1,0,0,Married,3.0,15,75000.0,1.0,1.0,6,2.0
2091,M,30,1,112500.0,1,Secondary / secondary special,Rented apartment,Laborers,3,0,1,Married,3.0,9,37500.0,24.0,1.0,3,1.0
2092,F,30,0,270000.0,0,Higher education,House / apartment,Accountants,1,0,0,Married,2.0,6,135000.0,49.0,1.0,7,3.5
2093,F,60,0,135000.0,1,Higher education,House / apartment,Pensioner,1,0,0,Married,2.0,-1000,67500.0,8.0,2.0,3,1.5
2094,F,50,0,135000.0,0,Secondary / secondary special,Municipal apartment,Sales staff,2,0,0,Married,2.0,15,67500.0,12.0,2.0,3,1.5
2095,M,20,1,180000.0,0,Secondary / secondary special,House / apartment,Drivers,2,1,1,Married,3.0,1,60000.0,1.0,1.0,5,1.6666666666666667
2096,M,20,1,90000.0,1,Secondary / secondary special,With parents,Laborers,3,0,0,Married,3.0,2,30000.0,25.0,2.0,2,0.6666666666666666
2097,F,30,1,157500.0,1,Secondary / secondary special,Municipal apartment,Cleaning staff,3,0,0,Married,3.0,1,52500.0,7.0,2.0,5,1.6666666666666667
2098,F,30,0,202500.0,0,Higher education,House / apartment,Sales staff,2,0,1,Married,2.0,7,101250.0,34.0,2.0,5,2.5
2099,F,50,0,112500.0,1,Secondary / secondary special,House / apartment,Pensioner,1,0,0,Married,2.0,-1000,56250.0,16.0,2.0,3,1.5
2100,F,40,0,157500.0,0,Secondary / secondary special,House / apartment,Private service staff,2,0,1,Civil marriage,2.0,9,78750.0,51.0,2.0,5,2.5
2101,F,50,1,76500.0,1,Secondary / secondary special,House / apartment,Pensioner,1,0,0,Married,3.0,-1000,25500.0,21.0,2.0,1,0.3333333333333333
2102,F,50,0,315000.0,0,Higher education,House / apartment,Core staff,1,0,0,Married,2.0,18,157500.0,9.0,2.0,8,4.0
2103,F,50,0,171000.0,1,Secondary / secondary special,House / apartment,Commercial associate,2,0,0,Married,2.0,15,85500.0,1.0,1.0,5,2.5
2104,F,50,0,112500.0,1,Secondary / secondary special,House / apartment,Pensioner,1,0,0,Married,2.0,-1000,56250.0,54.0,2.0,3,1.5
2105,M,40,1,180000.0,0,Secondary / secondary special,House / apartment,Laborers,3,0,1,Married,3.0,5,60000.0,48.0,2.0,5,1.6666666666666667
2106,F,40,0,135000.0,1,Secondary / secondary special,House / apartment,Accountants,1,0,0,Married,2.0,2,67500.0,13.0,2.0,3,1.5
2107,F,30,0,81000.0,0,Secondary / secondary special,With parents,Sales staff,2,0,0,Civil marriage,2.0,7,40500.0,12.0,2.0,2,1.0
2108,M,20,0,135000.0,0,Secondary / secondary special,House / apartment,Cooking staff,2,0,0,Single / not married,1.0,2,135000.0,2.0,1.0,3,3.0
2109,F,40,0,112500.0,0,Secondary / secondary special,With parents,Commercial associate,2,0,0,Married,2.0,2,56250.0,38.0,2.0,3,1.5
2110,F,50,0,216000.0,2,Secondary / secondary special,House / apartment,Managers,1,0,0,Married,2.0,9,108000.0,51.0,2.0,6,3.0
2111,F,40,0,270000.0,1,Lower secondary,House / apartment,Sales staff,2,0,1,Civil marriage,2.0,5,135000.0,25.0,2.0,7,3.5
2112,F,60,0,112500.0,1,Secondary / secondary special,House / apartment,Pensioner,1,0,0,Married,2.0,-1000,56250.0,54.0,2.0,3,1.5
2113,F,50,0,225000.0,0,Secondary / secondary special,House / apartment,Accountants,1,0,0,Widow,1.0,15,225000.0,36.0,2.0,6,6.0
2114,F,40,1,126000.0,1,Secondary / secondary special,House / apartment,Core staff,1,0,0,Married,3.0,2,42000.0,27.0,1.0,3,1.0
2115,M,20,0,157500.0,0,Secondary / secondary special,Rented apartment,Laborers,3,0,1,Single / not married,1.0,2,157500.0,27.0,2.0,5,5.0
2116,F,30,0,540000.0,2,Higher education,House / apartment,Managers,1,1,0,Married,2.0,6,270000.0,8.0,0.0,10,5.0
2117,F,50,0,450000.0,1,Higher education,House / apartment,Core staff,1,1,0,Single / not married,1.0,8,450000.0,26.0,2.0,8,8.0
2118,F,60,0,180000.0,0,Secondary / secondary special,House / apartment,Pensioner,1,0,0,Widow,1.0,-1000,180000.0,6.0,1.0,5,5.0
2119,F,40,0,391500.0,2,Secondary / secondary special,House / apartment,Core staff,1,0,0,Married,2.0,19,195750.0,48.0,2.0,8,4.0
2120,M,50,0,135000.0,2,Secondary / secondary special,House / apartment,Drivers,2,0,0,Married,2.0,13,67500.0,9.0,1.0,3,1.5
2121,F,30,0,112500.0,0,Secondary / secondary special,Municipal apartment,Laborers,3,0,1,Married,2.0,3,56250.0,43.0,2.0,3,1.5
2122,M,30,0,270000.0,1,Incomplete higher,House / apartment,Laborers,3,1,1,Married,2.0,2,135000.0,39.0,2.0,7,3.5
2123,F,30,0,157500.0,0,Secondary / secondary special,With parents,Sales staff,2,0,1,Separated,1.0,1,157500.0,15.0,2.0,5,5.0
2124,F,30,1,175500.0,1,Secondary / secondary special,Municipal apartment,Laborers,3,0,0,Single / not married,2.0,13,87750.0,12.0,2.0,5,2.5
2125,M,40,1,225000.0,2,Secondary / secondary special,Office apartment,Managers,1,0,0,Married,3.0,18,75000.0,33.0,2.0,6,2.0
2126,M,40,0,247500.0,1,Higher education,House / apartment,Drivers,2,0,1,Married,2.0,2,123750.0,54.0,2.0,7,3.5
2127,F,20,1,90000.0,0,Secondary / secondary special,House / apartment,Pensioner,1,0,0,Married,3.0,-1000,30000.0,29.0,2.0,2,0.6666666666666666
2128,M,30,1,157500.0,2,Secondary / secondary special,House / apartment,Laborers,3,0,1,Married,3.0,5,52500.0,4.0,1.0,5,1.6666666666666667
2129,F,30,2,144000.0,2,Secondary / secondary special,House / apartment,Working,2,0,0,Married,4.0,7,36000.0,11.0,2.0,4,1.0
2130,M,30,0,148500.0,1,Secondary / secondary special,House / apartment,Laborers,3,0,0,Single / not married,1.0,2,148500.0,4.0,1.0,4,4.0
2131,F,50,0,94500.0,0,Secondary / secondary special,House / apartment,Pensioner,1,1,0,Married,2.0,-1000,47250.0,19.0,2.0,2,1.0
2132,F,50,0,450000.0,0,Higher education,With parents,Working,2,0,1,Married,2.0,5,225000.0,17.0,2.0,8,4.0
2133,F,50,0,225000.0,1,Higher education,House / apartment,Core staff,1,0,0,Single / not married,1.0,25,225000.0,6.0,2.0,6,6.0
