,gender,age_group,child_num,income_total,asset,edu_type,house_type,occyp_type,income_stability,email,work_phone,family_type,family_size,emp_years,income_per_capita,hold_period,credit,income_total_label,income_per_capita_label
2063,0,40,0,144000.0,2,1,1,1,3,0,0,0,2.0,1,72000.0,2.0,0.0,4,2.0
2064,0,40,0,202500.0,0,0,1,12,1,0,0,0,2.0,11,101250.0,27.0,2.0,5,2.5
2065,1,40,0,247500.0,1,0,0,13,2,1,0,0,2.0,4,123750.0,13.0,2.0,7,3.5
2066,1,40,1,112500.0,0,1,2,1,3,0,0,2,2.0,4,56250.0,30.0,2.0,3,1.5
2067,1,20,0,225000.0,2,0,1,5,1,0,0,3,1.0,4,225000.0,24.0,1.0,6,6.0
2068,0,40,1,126000.0,1,1,1,1,3,0,0,0,3.0,11,42000.0,36.0,2.0,3,1.0
2069,0,50,0,292500.0,1,0,1,3,2,0,1,0,2.0,13,146250.0,53.0,0.0,7,3.5
2070,0,50,0,148500.0,1,1,1,4,1,1,0,3,1.0,7,148500.0,24.0,2.0,4,4.0
2071,0,50,0,90000.0,1,1,1,13,2,1,0,0,2.0,3,45000.0,28.0,2.0,2,1.0
2072,0,40,2,144000.0,1,1,1,3,2,0,1,1,4.0,8,36000.0,20.0,2.0,4,1.0
2073,1,30,2,135000.0,2,1,1,10,2,0,0,0,4.0,11,33750.0,56.0,2.0,3,0.75
2074,0,50,0,202500.0,2,0,1,10,2,0,1,0,2.0,5,101250.0,39.0,2.0,5,2.5
2075,0,40,1,162000.0,0,1,0,3,2,0,1,0,3.0,6,54000.0,40.0,1.0,5,1.6666666666666667
2076,1,50,0,90000.0,0,1,1,9,1,0,0,3,1.0,-1000,90000.0,8.0,2.0,2,2.0
2077,0,60,0,148500.0,1,1,1,9,1,0,0,0,2.0,-1000,74250.0,46.0,0.0,4,2.0
2078,1,20,0,157500.0,2,1,1,6,2,0,0,1,2.0,5,78750.0,7.0,2.0,5,2.5
2079,0,50,0,288000.0,1,1,1,10,2,0,0,0,2.0,12,144000.0,43.0,1.0,7,3.5
2080,0,50,0,315000.0,1,1,1,2,1,0,0,0,2.0,11,157500.0,30.0,1.0,8,4.0
2081,0,40,0,225000.0,1,0,1,10,2,0,0,3,1.0,2,225000.0,11.0,1.0,6,6.0
2082,0,50,0,180000.0,1,1,1,14,3,0,0,0,2.0,5,90000.0,29.0,2.0,5,2.5
2083,1,40,2,360000.0,0,0,4,5,1,0,0,0,4.0,3,90000.0,19.0,2.0,8,2.0
2084,0,20,0,121500.0,1,2,4,3,2,0,0,1,2.0,1,60750.0,10.0,2.0,3,1.5
2085,1,30,1,234000.0,2,1,1,4,1,0,0,0,3.0,9,78000.0,30.0,1.0,6,2.0
2086,0,30,0,225000.0,1,1,1,1,3,1,0,0,2.0,4,112500.0,40.0,2.0,6,3.0
2087,1,30,0,270000.0,1,2,1,1,3,1,1,0,2.0,2,135000.0,10.0,2.0,7,3.5
2088,0,30,2,157500.0,1,1,1,5,1,0,0,0,4.0,5,39375.0,35.0,2.0,5,1.25
2089,1,20,1,225000.0,1,0,1,3,2,0,0,0,3.0,2,75000.0,13.0,2.0,6,2.0
2090,0,30,1,225000.0,1,1,1,4,1,0,0,0,3.0,15,75000.0,1.0,1.0,6,2.0
2091,1,30,1,112500.0,1,1,4,1,3,0,1,0,3.0,9,37500.0,24.0,1.0,3,1.0
2092,0,30,0,270000.0,0,0,1,8,1,0,0,0,2.0,6,135000.0,49.0,1.0,7,3.5
2093,0,60,0,135000.0,1,0,1,9,1,0,0,0,2.0,-1000,67500.0,8.0,2.0,3,1.5
2094,0,50,0,135000.0,0,1,0,3,2,0,0,0,2.0,15,67500.0,12.0,2.0,3,1.5
2095,1,20,1,180000.0,0,1,1,6,2,1,1,0,3.0,1,60000.0,1.0,1.0,5,1.6666666666666667
2096,1,20,1,90000.0,1,1,2,1,3,0,0,0,3.0,2,30000.0,25.0,2.0,2,0.6666666666666666
2097,0,30,1,157500.0,1,1,0,14,3,0,0,0,3.0,1,52500.0,7.0,2.0,5,1.6666666666666667
2098,0,30,0,202500.0,0,0,1,3,2,0,1,0,2.0,7,101250.0,34.0,2.0,5,2.5
2099,0,50,0,112500.0,1,1,1,9,1,0,0,0,2.0,-1000,56250.0,16.0,2.0,3,1.5
2100,0,40,0,157500.0,0,1,1,15,2,0,1,1,2.0,9,78750.0,51.0,2.0,5,2.5
2101,0,50,1,76500.0,1,1,1,9,1,0,0,0,3.0,-1000,25500.0,21.0,2.0,1,0.3333333333333333
2102,0,50,0,315000.0,0,0,1,5,1,0,0,0,2.0,18,157500.0,9.0,2.0,8,4.0
2103,0,50,0,171000.0,1,1,1,0,2,0,0,0,2.0,15,85500.0,1.0,1.0,5,2.5
2104,0,50,0,112500.0,1,1,1,9,1,0,0,0,2.0,-1000,56250.0,54.0,2.0,3,1.5
2105,1,40,1,180000.0,0,1,1,1,3,0,1,0,3.0,5,60000.0,48.0,2.0,5,1.6666666666666667
2106,0,40,0,135000.0,1,1,1,8,1,0,0,0,2.0,2,67500.0,13.0,2.0,3,1.5
2107,0,30,0,81000.0,0,1,2,3,2,0,0,1,2.0,7,40500.0,12.0,2.0,2,1.0
2108,1,20,0,135000.0,0,1,1,16,2,0,0,3,1.0,2,135000.0,2.0,1.0,3,3.0
2109,0,40,0,112500.0,0,1,2,0,2,0,0,0,2.0,2,56250.0,38.0,2.0,3,1.5
2110,0,50,0,216000.0,2,1,1,2,1,0,0,0,2.0,9,108000.0,51.0,2.0,6,3.0
2111,0,40,0,270000.0,1,3,1,3,2,0,1,1,2.0,5,135000.0,25.0,2.0,7,3.5
2112,0,60,0,112500.0,1,1,1,9,1,0,0,0,2.0,-1000,56250.0,54.0,2.0,3,1.5
2113,0,50,0,225000.0,0,1,1,8,1,0,0,4,1.0,15,225000.0,36.0,2.0,6,6.0
2114,0,40,1,126000.0,1,1,1,5,1,0,0,0,3.0,2,42000.0,27.0,1.0,3,1.0
2115,1,20,0,157500.0,0,1,4,1,3,0,1,3,1.0,2,157500.0,27.0,2.0,5,5.0
2116,0,30,0,540000.0,2,0,1,2,1,1,0,0,2.0,6,270000.0,8.0,0.0,10,5.0
2117,0,50,0,450000.0,1,0,1,5,1,1,0,3,1.0,8,450000.0,26.0,2.0,8,8.0
2118,0,60,0,180000.0,0,1,1,9,1,0,0,4,1.0,-1000,180000.0,6.0,1.0,5,5.0
2119,0,40,0,391500.0,2,1,1,5,1,0,0,0,2.0,19,195750.0,48.0,2.0,8,4.0
2120,1,50,0,135000.0,2,1,1,6,2,0,0,0,2.0,13,67500.0,9.0,1.0,3,1.5
2121,0,30,0,112500.0,0,1,0,1,3,0,1,0,2.0,3,56250.0,43.0,2.0,3,1.5
2122,1,30,0,270000.0,1,2,1,1,3,1,1,0,2.0,2,135000.0,39.0,2.0,7,3.5
2123,0,30,0,157500.0,0,1,2,3,2,0,1,2,1.0,1,157500.0,15.0,2.0,5,5.0
2124,0,30,1,175500.0,1,1,0,1,3,0,0,3,2.0,13,87750.0,12.0,2.0,5,2.5
2125,1,40,1,225000.0,2,1,5,2,1,0,0,0,3.0,18,75000.0,33.0,2.0,6,2.0
2126,1,40,0,247500.0,1,0,1,6,2,0,1,0,2.0,2,123750.0,54.0,2.0,7,3.5
2127,0,20,1,90000.0,0,1,1,9,1,0,0,0,3.0,-1000,30000.0,29.0,2.0,2,0.6666666666666666
2128,1,30,1,157500.0,2,1,1,1,3,0,1,0,3.0,5,52500.0,4.0,1.0,5,1.6666666666666667
2129,0,30,2,144000.0,2,1,1,10,2,0,0,0,4.0,7,36000.0,11.0,2.0,4,1.0
2130,1,30,0,148500.0,1,1,1,1,3,0,0,3,1.0,2,148500.0,4.0,1.0,4,4.0
2131,0,50,0,94500.0,0,1,1,9,1,1,0,0,2.0,-1000,47250.0,19.0,2.0,2,1.0
2132,0,50,0,450000.0,0,0,2,10,2,0,1,0,2.0,5,225000.0,17.0,2.0,8,4.0
2133,0,50,0,225000.0,1,0,1,5,1,0,0,3,1.0,25,225000.0,6.0,2.0,6,6.0
2134,0,30,2,135000.0,1,1,1,12,1,0,0,0,4.0,6,33750.0,56.0,2.0,3,0.75
2135,0,30,1,135000.0,2,0,1,3,2,1,0,0,3.0,1,45000.0,26.0,0.0,3,1.0
2136,0,30,2,270000.0,1,1,1,2,1,1,1,0,4.0,5,67500.0,43.0,2.0,7,1.75
2137,0,50,1,315000.0,1,1,0,14,3,0,0,2,2.0,5,157500.0,35.0,0.0,8,4.0
2138,1,40,1,315000.0,2,1,1,13,2,1,1,0,3.0,8,105000.0,19.0,1.0,8,2.6666666666666665
2139,0,40,1,225000.0,2,0,1,5,1,0,0,2,2.0,4,112500.0,15.0,1.0,6,3.0
2140,0,30,0,180000.0,2,1,1,6,2,0,0,1,2.0,5,90000.0,12.0,2.0,5,2.5
2141,1,60,0,157500.0,1,1,1,9,1,0,0,1,2.0,-1000,78750.0,27.0,2.0,5,2.5
2142,0,50,0,135000.0,1,1,1,9,1,0,0,3,1.0,-1000,135000.0,12.0,2.0,3,3.0
2143,0,50,0,225000.0,0,1,1,3,2,0,1,1,2.0,8,112500.0,4.0,0.0,6,3.0
2144,0,50,0,157500.0,0,1,0,10,2,0,0,4,1.0,10,157500.0,45.0,2.0,5,5.0
2145,1,40,0,225000.0,2,1,1,6,2,0,0,0,2.0,9,112500.0,41.0,2.0,6,3.0
2146,1,40,1,157500.0,1,1,1,10,2,0,0,0,3.0,6,52500.0,37.0,2.0,5,1.6666666666666667
2147,1,40,0,360000.0,2,1,1,6,2,0,0,0,2.0,8,180000.0,30.0,1.0,8,4.0
2148,0,40,0,180000.0,2,0,1,5,1,0,0,3,1.0,15,180000.0,39.0,1.0,5,5.0
2149,1,30,1,225000.0,2,1,1,1,3,0,0,0,3.0,11,75000.0,13.0,2.0,6,2.0
2150,0,60,0,202500.0,2,0,1,12,1,0,0,3,1.0,41,202500.0,46.0,0.0,5,5.0
2151,0,40,1,225000.0,0,2,2,8,1,0,0,0,3.0,20,75000.0,5.0,2.0,6,2.0
2152,0,40,0,225000.0,2,0,1,7,1,0,0,0,2.0,0,112500.0,32.0,2.0,6,3.0
2153,0,50,0,90000.0,1,1,1,7,1,0,0,0,2.0,0,45000.0,5.0,1.0,2,1.0
2154,1,20,1,112500.0,0,1,1,1,3,0,1,0,3.0,1,37500.0,28.0,2.0,3,1.0
2155,1,50,0,306000.0,0,1,1,2,1,0,0,0,2.0,23,153000.0,6.0,2.0,7,3.5
2156,0,50,0,112500.0,1,1,1,7,1,0,0,1,2.0,16,56250.0,39.0,2.0,3,1.5
2157,1,50,0,180000.0,1,1,1,10,2,0,0,1,2.0,7,90000.0,41.0,2.0,5,2.5
2158,1,50,0,225000.0,1,0,1,10,2,0,1,0,2.0,5,112500.0,54.0,2.0,6,3.0
2159,0,20,0,261000.0,1,1,1,1,3,1,0,3,1.0,2,261000.0,13.0,1.0,7,7.0
2160,1,20,0,144000.0,2,1,1,3,2,0,0,0,2.0,6,72000.0,28.0,2.0,4,2.0
2161,0,40,0,135000.0,0,1,1,2,1,0,1,0,2.0,20,67500.0,5.0,2.0,3,1.5
2162,1,40,0,180000.0,2,1,1,6,2,0,0,0,2.0,9,90000.0,45.0,2.0,5,2.5
2163,0,30,1,337500.0,2,0,1,4,1,0,0,0,3.0,3,112500.0,2.0,1.0,8,2.6666666666666665
2164,0,50,0,247500.0,0,0,1,4,1,0,0,2,1.0,4,247500.0,23.0,2.0,7,7.0
2165,0,30,0,157500.0,0,0,1,2,1,0,0,0,2.0,0,78750.0,15.0,2.0,5,2.5
2166,0,20,0,315000.0,2,2,1,5,1,0,0,3,1.0,3,315000.0,12.0,2.0,8,8.0
2167,0,50,0,90000.0,0,0,5,12,1,0,1,1,2.0,12,45000.0,31.0,2.0,2,1.0
2168,0,50,1,270000.0,1,0,1,5,1,0,0,0,3.0,27,90000.0,59.0,2.0,7,2.3333333333333335
2169,0,20,0,261000.0,1,1,1,1,3,1,0,3,1.0,2,261000.0,8.0,2.0,7,7.0
2170,0,20,0,130500.0,1,2,1,8,1,0,0,0,2.0,3,65250.0,30.0,2.0,3,1.5
2171,0,20,1,145350.0,1,1,1,1,3,0,0,0,3.0,0,48450.0,24.0,2.0,4,1.3333333333333333
2172,0,20,1,337500.0,1,0,1,5,1,0,0,2,2.0,4,168750.0,18.0,2.0,8,4.0
2173,0,30,0,315000.0,0,0,1,15,2,0,0,2,1.0,5,315000.0,47.0,2.0,8,8.0
2174,0,50,0,56700.0,1,1,1,9,1,0,0,0,2.0,-1000,28350.0,24.0,2.0,1,0.5
2175,0,20,1,90000.0,0,1,1,9,1,0,0,0,3.0,-1000,30000.0,36.0,2.0,2,0.6666666666666666
2176,1,20,1,180000.0,0,1,1,1,3,0,1,0,3.0,2,60000.0,8.0,2.0,5,1.6666666666666667
2177,1,60,0,112500.0,1,1,1,9,1,0,0,0,2.0,-1000,56250.0,46.0,1.0,3,1.5
2178,0,30,1,157500.0,1,0,1,8,1,1,0,0,3.0,9,52500.0,22.0,2.0,5,1.6666666666666667
2179,1,20,1,135000.0,1,1,1,1,3,0,0,0,3.0,3,45000.0,10.0,2.0,3,1.0
2180,1,40,0,157500.0,0,0,1,2,1,0,1,0,2.0,6,78750.0,23.0,2.0,5,2.5
2181,0,30,0,135000.0,1,1,1,2,1,0,0,0,2.0,7,67500.0,45.0,2.0,3,1.5
2182,0,20,0,135000.0,1,0,1,2,1,0,0,3,1.0,3,135000.0,19.0,1.0,3,3.0
2183,0,30,0,270000.0,0,1,1,4,1,1,0,3,1.0,5,270000.0,25.0,2.0,7,7.0
2184,1,30,2,171000.0,0,1,0,5,1,0,1,0,4.0,15,42750.0,44.0,2.0,5,1.25
2185,0,20,0,117000.0,0,1,1,18,1,0,0,3,1.0,2,117000.0,14.0,2.0,3,3.0
2186,0,50,0,157500.0,0,1,1,16,2,0,1,0,2.0,12,78750.0,5.0,0.0,5,2.5
2187,1,20,0,180000.0,0,1,1,1,3,0,0,1,2.0,2,90000.0,21.0,2.0,5,2.5
2188,0,20,1,112500.0,1,0,1,5,1,0,0,0,3.0,4,37500.0,32.0,0.0,3,1.0
2189,0,50,0,33750.0,0,0,1,9,1,0,0,0,2.0,-1000,16875.0,7.0,2.0,1,0.5
2190,0,30,0,81000.0,0,1,1,3,2,0,0,0,2.0,2,40500.0,16.0,1.0,2,1.0
2191,1,30,0,247500.0,2,1,1,1,3,0,1,0,2.0,9,123750.0,53.0,1.0,7,3.5
2192,0,50,0,112500.0,0,3,0,3,2,0,0,0,2.0,0,56250.0,13.0,1.0,3,1.5
2193,1,50,0,292500.0,1,1,1,0,2,0,0,0,2.0,7,146250.0,3.0,1.0,7,3.5
2194,1,30,1,135000.0,1,1,1,10,2,0,0,1,3.0,7,45000.0,44.0,2.0,3,1.0
2195,1,40,1,351000.0,1,1,1,15,2,0,0,0,3.0,23,117000.0,22.0,2.0,8,2.6666666666666665
2196,0,50,0,463500.0,2,0,1,2,1,0,1,0,2.0,11,231750.0,38.0,0.0,8,4.0
2197,1,60,0,135000.0,1,1,1,13,2,0,1,0,2.0,1,67500.0,14.0,2.0,3,1.5
2198,1,50,1,225000.0,0,1,1,10,2,1,0,0,3.0,2,75000.0,7.0,1.0,6,2.0
2199,0,30,1,247500.0,1,1,1,1,3,1,0,1,3.0,4,82500.0,6.0,2.0,7,2.3333333333333335
2200,0,40,0,306000.0,1,0,1,0,2,1,1,0,2.0,9,153000.0,45.0,2.0,7,3.5
2201,0,40,1,270000.0,0,1,1,5,1,0,0,0,3.0,7,90000.0,32.0,2.0,7,2.3333333333333335
2202,1,50,0,112500.0,2,1,1,10,2,0,1,0,2.0,1,56250.0,40.0,2.0,3,1.5
2203,0,20,0,112500.0,1,1,1,1,3,0,0,0,2.0,9,56250.0,26.0,2.0,3,1.5
2204,1,40,2,270000.0,1,1,1,5,1,0,0,0,4.0,8,67500.0,59.0,2.0,7,1.75
2205,1,20,0,157500.0,2,1,1,3,2,0,0,0,2.0,0,78750.0,8.0,2.0,5,2.5
2206,0,40,0,265500.0,1,1,1,3,2,0,0,0,2.0,2,132750.0,1.0,1.0,7,3.5
2207,0,50,0,90000.0,0,1,1,9,1,0,0,4,1.0,-1000,90000.0,35.0,0.0,2,2.0
2208,1,50,0,126000.0,1,1,1,13,2,0,0,0,2.0,4,63000.0,25.0,2.0,3,1.5
2209,0,30,0,337500.0,2,0,5,6,2,1,0,1,2.0,8,168750.0,19.0,2.0,8,4.0
2210,1,20,0,382500.0,2,0,1,1,3,0,0,0,2.0,6,191250.0,10.0,1.0,8,4.0
2211,0,60,0,90000.0,1,1,1,9,1,0,0,0,2.0,-1000,45000.0,13.0,2.0,2,1.0
2212,0,50,0,135000.0,1,1,1,7,1,0,0,0,2.0,28,67500.0,59.0,2.0,3,1.5
2213,1,30,0,256500.0,1,1,1,1,3,0,1,0,2.0,0,128250.0,42.0,2.0,7,3.5
2214,1,30,1,180000.0,1,1,1,1,3,0,0,0,3.0,2,60000.0,-0.0,1.0,5,1.6666666666666667
2215,1,50,1,225000.0,0,0,0,16,2,0,0,0,3.0,1,75000.0,42.0,0.0,6,2.0
2216,0,40,0,180000.0,1,1,1,0,2,0,0,0,2.0,2,90000.0,36.0,0.0,5,2.5
2217,0,50,0,81000.0,0,1,1,9,1,0,0,0,2.0,-1000,40500.0,53.0,2.0,2,1.0
2218,0,40,1,135000.0,1,1,1,7,1,0,0,1,3.0,14,45000.0,14.0,0.0,3,1.0
2219,1,30,1,324000.0,2,0,1,4,1,0,1,0,3.0,8,108000.0,20.0,2.0,8,2.6666666666666665
2220,1,30,2,112500.0,1,1,1,10,2,0,0,1,4.0,6,28125.0,40.0,2.0,3,0.75
2221,0,50,0,225000.0,1,1,1,9,1,0,0,2,1.0,-1000,225000.0,48.0,2.0,6,6.0
2222,1,40,2,270000.0,2,0,1,2,1,0,1,0,4.0,1,67500.0,41.0,1.0,7,1.75
2223,1,50,0,270000.0,1,1,1,1,3,0,0,0,2.0,8,135000.0,52.0,0.0,7,3.5
2224,0,50,0,112500.0,0,1,1,13,2,0,0,2,1.0,19,112500.0,16.0,0.0,3,3.0
2225,0,20,0,315000.0,1,1,1,8,1,0,0,3,1.0,3,315000.0,13.0,1.0,8,8.0
2226,0,40,0,189000.0,1,0,1,13,2,0,0,0,2.0,5,94500.0,60.0,2.0,5,2.5
2227,0,40,0,81000.0,1,1,1,3,2,0,1,0,2.0,3,40500.0,23.0,2.0,2,1.0
2228,0,40,0,247500.0,1,1,1,1,3,0,0,1,2.0,18,123750.0,17.0,2.0,7,3.5
2229,0,50,0,67500.0,1,1,1,9,1,0,0,0,2.0,-1000,33750.0,28.0,1.0,1,0.5
2230,0,30,0,225000.0,1,1,1,3,2,0,0,4,1.0,1,225000.0,5.0,0.0,6,6.0
2231,0,30,0,382500.0,2,1,1,1,3,0,1,3,1.0,12,382500.0,29.0,2.0,8,8.0
2232,0,60,0,121500.0,1,1,1,9,1,0,0,0,2.0,-1000,60750.0,11.0,2.0,3,1.5
2233,1,40,0,225000.0,2,1,1,6,2,0,0,0,2.0,6,112500.0,15.0,2.0,6,3.0
2234,0,50,0,360000.0,2,1,1,4,1,0,0,0,2.0,4,180000.0,55.0,1.0,8,4.0
2235,1,60,0,180000.0,1,1,1,9,1,0,0,1,2.0,-1000,90000.0,3.0,1.0,5,2.5
2236,0,50,0,180000.0,0,0,1,9,1,0,0,3,1.0,-1000,180000.0,35.0,2.0,5,5.0
2237,0,60,0,157500.0,1,1,1,9,1,0,0,4,1.0,-1000,157500.0,56.0,1.0,5,5.0
2238,0,30,2,90000.0,1,1,1,3,2,0,0,0,4.0,4,22500.0,18.0,1.0,2,0.5
2239,1,30,2,270000.0,1,1,1,1,3,0,1,0,4.0,1,67500.0,41.0,2.0,7,1.75
2240,1,20,2,202500.0,0,1,1,10,2,0,1,1,4.0,2,50625.0,16.0,2.0,5,1.25
2241,0,30,0,360000.0,1,0,1,5,1,0,0,0,2.0,10,180000.0,47.0,1.0,8,4.0
2242,0,40,0,157500.0,1,1,1,7,1,0,0,0,2.0,12,78750.0,30.0,2.0,5,2.5
2243,1,40,0,270000.0,2,1,1,1,3,0,1,0,2.0,2,135000.0,17.0,2.0,7,3.5
2244,1,60,0,112500.0,2,1,1,9,1,0,0,0,2.0,-1000,56250.0,1.0,1.0,3,1.5
2245,1,30,0,202500.0,2,1,1,1,3,1,0,1,2.0,4,101250.0,43.0,2.0,5,2.5
2246,0,60,0,135000.0,1,1,1,7,1,0,1,0,2.0,7,67500.0,55.0,1.0,3,1.5
2247,0,30,0,247500.0,2,1,2,3,2,0,0,3,1.0,0,247500.0,7.0,2.0,7,7.0
2248,0,30,1,81000.0,0,1,1,16,2,0,0,0,3.0,3,27000.0,60.0,2.0,2,0.6666666666666666
2249,1,40,0,135000.0,0,1,1,10,2,0,0,0,2.0,5,67500.0,40.0,2.0,3,1.5
2250,0,30,2,112500.0,1,1,1,16,2,0,0,0,4.0,2,28125.0,6.0,2.0,3,0.75
2251,0,40,0,31500.0,1,1,1,14,3,0,1,0,2.0,21,15750.0,20.0,2.0,1,0.5
2252,0,20,0,90000.0,0,1,1,0,2,0,0,0,2.0,1,45000.0,7.0,2.0,2,1.0
2253,0,50,0,157500.0,1,1,1,2,1,0,0,0,2.0,18,78750.0,38.0,2.0,5,2.5
2254,0,50,0,90000.0,1,1,1,1,3,0,0,0,2.0,7,45000.0,16.0,2.0,2,1.0
2255,1,30,0,247500.0,2,1,1,2,1,0,0,0,2.0,9,123750.0,27.0,2.0,7,3.5
2256,1,40,0,292500.0,1,0,1,2,1,0,0,0,2.0,1,146250.0,31.0,2.0,7,3.5
2257,0,60,0,157500.0,1,1,1,9,1,0,0,0,2.0,-1000,78750.0,45.0,2.0,5,2.5
2258,1,30,1,324000.0,2,0,1,4,1,0,1,0,3.0,8,108000.0,56.0,1.0,8,2.6666666666666665
2259,1,40,0,90000.0,1,1,1,20,3,0,1,1,2.0,4,45000.0,35.0,2.0,2,1.0
2260,1,20,0,112500.0,1,1,1,1,3,0,0,3,1.0,2,112500.0,1.0,0.0,3,3.0
2261,0,30,1,405000.0,1,0,1,5,1,0,0,0,3.0,12,135000.0,35.0,2.0,8,2.6666666666666665
2262,0,50,0,112500.0,0,1,2,10,2,0,0,0,2.0,3,56250.0,15.0,2.0,3,1.5
2263,0,40,1,157500.0,0,0,1,1,3,0,0,3,2.0,0,78750.0,34.0,2.0,5,2.5
2264,0,40,1,90000.0,0,1,1,10,2,0,0,0,3.0,5,30000.0,29.0,2.0,2,0.6666666666666666
2265,0,20,0,180000.0,0,1,1,7,1,0,1,1,2.0,5,90000.0,12.0,2.0,5,2.5
2266,0,40,0,90000.0,0,1,1,17,2,0,1,0,2.0,8,45000.0,49.0,2.0,2,1.0
2267,0,60,0,135000.0,1,0,1,9,1,0,0,0,2.0,-1000,67500.0,24.0,2.0,3,1.5
2268,1,20,0,225000.0,1,1,1,1,3,0,0,0,2.0,3,112500.0,23.0,2.0,6,3.0
2269,0,30,0,135000.0,2,1,1,5,1,0,1,0,2.0,4,67500.0,20.0,2.0,3,1.5
2270,0,50,0,67500.0,1,1,1,9,1,0,0,2,1.0,-1000,67500.0,14.0,2.0,1,1.0
2271,1,40,1,675000.0,1,1,0,2,1,1,0,0,3.0,12,225000.0,24.0,2.0,10,3.3333333333333335
2272,1,30,0,94500.0,2,1,1,6,2,0,0,3,1.0,2,94500.0,30.0,2.0,2,2.0
2273,0,50,0,67500.0,1,1,1,5,1,0,1,0,2.0,23,33750.0,43.0,1.0,1,0.5
2274,0,30,2,135000.0,1,1,1,1,3,0,0,0,4.0,11,33750.0,49.0,0.0,3,0.75
2275,0,50,0,292500.0,1,1,1,2,1,0,1,0,2.0,17,146250.0,60.0,2.0,7,3.5
2276,0,40,1,315000.0,2,1,0,7,1,0,0,0,3.0,21,105000.0,17.0,1.0,8,2.6666666666666665
2277,0,50,1,90000.0,0,1,1,9,1,0,0,0,3.0,-1000,30000.0,-0.0,1.0,2,0.6666666666666666
2278,1,50,0,135000.0,2,1,1,20,3,0,0,0,2.0,8,67500.0,45.0,1.0,3,1.5
2279,0,30,2,112500.0,2,0,1,4,1,0,0,0,4.0,7,28125.0,35.0,2.0,3,0.75
2280,1,40,1,148500.0,2,1,1,1,3,0,0,0,3.0,14,49500.0,15.0,2.0,4,1.3333333333333333
2281,0,60,0,166500.0,0,1,1,10,2,0,0,0,2.0,14,83250.0,32.0,2.0,5,2.5
2282,0,50,0,135000.0,1,1,1,3,2,0,0,0,2.0,2,67500.0,29.0,2.0,3,1.5
2283,1,50,0,114750.0,1,1,1,9,1,0,0,2,1.0,-1000,114750.0,25.0,2.0,3,3.0
2284,0,30,0,135000.0,0,1,1,1,3,0,0,0,2.0,13,67500.0,24.0,0.0,3,1.5
2285,0,30,3,179100.0,1,1,1,16,2,0,0,0,5.0,5,35820.0,42.0,2.0,5,1.0
2286,1,50,0,72000.0,2,0,1,13,2,0,0,0,2.0,1,36000.0,12.0,2.0,1,0.5
2287,0,30,0,157500.0,0,0,1,3,2,0,0,0,2.0,8,78750.0,56.0,2.0,5,2.5
2288,0,40,0,112500.0,1,0,1,0,2,0,1,0,2.0,3,56250.0,44.0,2.0,3,1.5
2289,0,60,0,216000.0,1,1,1,9,1,0,0,0,2.0,-1000,108000.0,25.0,2.0,6,3.0
2290,1,30,1,373500.0,2,0,5,5,1,0,0,0,3.0,3,124500.0,8.0,2.0,8,2.6666666666666665
2291,0,50,0,135000.0,1,1,1,18,1,0,0,0,2.0,5,67500.0,9.0,2.0,3,1.5
2292,0,50,0,202500.0,2,1,1,8,1,0,0,0,2.0,19,101250.0,3.0,1.0,5,2.5
2293,0,60,0,135000.0,1,1,1,17,2,0,1,3,1.0,11,135000.0,19.0,1.0,3,3.0
2294,0,20,0,202500.0,1,0,1,10,2,0,0,0,2.0,4,101250.0,41.0,1.0,5,2.5
2295,0,60,0,85500.0,1,1,1,9,1,0,0,0,2.0,-1000,42750.0,51.0,2.0,2,1.0
2296,0,40,0,225000.0,2,0,1,4,1,0,0,0,2.0,15,112500.0,42.0,2.0,6,3.0
2297,0,40,1,157500.0,1,0,1,4,1,0,0,3,2.0,1,78750.0,37.0,2.0,5,2.5
2298,1,30,1,81000.0,1,1,1,1,3,0,0,0,3.0,3,27000.0,-0.0,1.0,2,0.6666666666666666
2299,0,50,0,112500.0,1,1,1,1,3,0,0,0,2.0,11,56250.0,7.0,2.0,3,1.5
2300,0,50,0,252000.0,1,1,1,2,1,0,0,0,2.0,3,126000.0,41.0,1.0,7,3.5
2301,0,20,1,337500.0,1,0,1,5,1,0,0,2,2.0,4,168750.0,3.0,1.0,8,4.0
2302,0,60,0,270000.0,2,1,1,9,1,0,0,0,2.0,-1000,135000.0,8.0,1.0,7,3.5
2303,0,60,0,360000.0,1,1,1,9,1,0,0,0,2.0,-1000,180000.0,23.0,1.0,8,4.0
2304,1,40,2,450000.0,1,1,1,6,2,1,0,0,4.0,19,112500.0,53.0,2.0,8,2.0
2305,1,40,1,135000.0,1,0,1,1,3,0,1,0,3.0,9,45000.0,25.0,2.0,3,1.0
2306,0,60,0,112500.0,0,1,1,9,1,0,0,1,2.0,-1000,56250.0,12.0,2.0,3,1.5
2307,1,40,0,405000.0,1,0,1,1,3,0,1,0,2.0,13,202500.0,18.0,1.0,8,4.0
2308,0,20,0,112500.0,1,1,1,3,2,0,1,0,2.0,6,56250.0,36.0,0.0,3,1.5
2309,0,30,2,270000.0,1,1,1,2,1,1,1,0,4.0,5,67500.0,9.0,0.0,7,1.75
2310,0,20,0,81000.0,1,1,1,20,3,0,0,1,2.0,3,40500.0,19.0,2.0,2,1.0
